"playerId","player","team","position","passAtt","passComp","passInc","passCompPct","passYds","passTds","passInt","rushAtt","rushYds","rushTds","fumbles","twoPts","regTds","pass300","pass350","pass400","returnTds","dataScrapeId","pass40","rush40","sacks","games","rec","recYds","recTds","returnYds","rush100","rush150","rush200","rec40","rec100","rec150","rec200"
2499974,"Dan Campbell","DET","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,13,140,0,NA,NA,NA,NA,NA,NA,NA,NA
2500080,"Desmond Clark","CHI","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,39,456,2,NA,NA,NA,NA,NA,NA,NA,NA
2500157,"Todd Collins","WAS","QB",47,28,NA,NA,346,3,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2500361,"Jake Delhomme","CAR","QB",424,259,NA,NA,3139,20,12,12,25,1,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2500467,"Donald Driver","GB","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,66,850,6,NA,NA,NA,NA,NA,NA,NA,NA
2500490,"Warrick Dunn","TB","RB",NA,NA,NA,NA,NA,NA,NA,99,394,2,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,27,194,1,NA,NA,NA,NA,NA,NA,NA,NA
2500556,"Bobby Engram","SEA","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,53,645,4,NA,NA,NA,NA,NA,NA,NA,NA
2500600,"Kevin Faulk","NE","RB",NA,NA,NA,NA,NA,NA,NA,36,175,1,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,45,370,2,NA,NA,NA,NA,NA,NA,NA,NA
2500606,"Brett Favre","NYJ","QB",468,290,NA,NA,3275,21,12,9,35,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2500709,"Gus Frerotte","MIN","QB",208,127,NA,NA,1519,7,6,8,18,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
